cal_r,cal_g,cal_b,L_star,a_star,b_star,hue,sat,val,delta_e,temperature_c,humidity_pct,strip_age_days,dose_ppm_min
103.36,82.35,64.01,36.68,5.84,14.07,28.0,38.0,40.4,59.78,35.6,60.1,43.7,889.1
160.1,144.18,117.83,60.6,1.66,16.19,38.0,26.3,62.7,36.14,27.7,56.0,20.7,424.6
74.86,56.65,41.48,25.4,5.67,12.56,28.0,45.5,29.4,70.88,26.4,64.9,1.2,1305.8
126.31,107.77,85.77,46.72,3.77,15.04,34.0,31.8,49.4,49.76,32.8,52.7,3.2,650.4
84.62,65.31,45.85,29.23,5.37,15.05,30.0,45.9,33.3,67.22,33.0,41.0,19.1,1195.2
70.36,53.84,37.2,23.91,4.73,13.28,30.0,47.1,27.5,72.34,34.9,48.5,4.9,1394.1
129.41,111.68,88.65,48.17,3.22,15.39,34.0,31.0,50.6,48.33,31.3,61.6,14.2,607.2
90.09,72.97,50.64,32.2,3.75,16.09,34.0,43.1,35.3,64.27,22.6,56.1,44.9,1182.8
212.55,201.59,179.85,81.52,0.2,12.23,40.0,15.7,83.5,14.84,19.0,67.6,57.4,153.1
128.16,108.98,86.22,47.25,3.92,15.54,32.0,32.9,50.2,49.31,21.5,54.9,19.0,689.8
245.67,238.64,222.99,94.48,-0.27,8.41,42.0,9.4,96.5,1.8,30.2,59.1,35.4,0.0
58.79,42.11,28.66,18.69,5.64,11.79,26.0,51.0,23.1,77.53,23.8,43.1,31.0,1936.7
216.97,205.45,183.69,82.95,0.4,12.27,38.0,15.3,85.1,13.45,18.4,41.5,59.9,151.7
203.89,191.1,172.38,77.95,1.38,11.06,36.0,15.7,80.0,18.19,19.5,52.4,48.6,196.1
244.86,240.22,221.5,94.77,-1.59,9.59,46.0,9.4,96.1,2.5,27.6,33.9,12.4,0.0
237.15,224.45,204.45,89.84,1.05,11.34,36.0,14.1,92.9,6.61,32.3,55.9,12.1,48.7
151.08,135.54,110.31,57.27,1.74,15.72,38.0,27.1,59.2,39.33,22.4,52.5,58.6,529.8
138.28,119.29,95.34,51.29,3.52,15.9,34.0,31.0,54.1,45.34,25.9,62.3,22.2,575.9
139.11,119.28,96.21,51.39,4.0,15.54,32.0,31.0,54.5,45.22,24.1,64.9,41.1,592.3
244.42,240.63,223.08,94.88,-1.69,8.93,52.0,8.6,95.7,2.46,23.6,64.6,5.5,0.0
67.3,49.32,35.34,22.13,5.96,12.07,26.0,47.8,26.3,74.14,35.6,61.4,2.2,1395.1
154.37,137.11,112.49,58.05,2.51,15.6,36.0,27.5,60.4,38.57,22.5,54.2,31.8,491.2
196.38,180.18,157.41,74.16,2.07,13.71,36.0,20.0,76.9,22.4,25.6,56.3,19.2,236.5
178.67,164.88,141.33,68.28,1.1,14.03,38.0,21.2,70.2,28.18,24.1,67.2,35.0,313.6
143.45,126.66,100.33,53.92,2.18,16.69,38.0,30.2,56.1,42.81,29.6,53.6,48.5,548.1
97.07,77.56,57.26,34.46,5.01,15.13,32.0,41.2,38.0,62.01,32.6,43.4,39.2,1015.8
92.71,75.86,55.26,33.44,3.78,14.92,34.0,40.8,36.5,62.93,27.7,49.6,58.0,1102.8
61.19,44.01,28.52,19.58,5.56,13.11,28.0,52.5,23.9,76.7,30.3,37.5,26.0,1799.2
87.73,68.59,51.53,30.67,5.51,13.44,28.0,40.8,34.5,65.67,25.3,65.6,37.0,1135.0
62.07,43.37,29.92,19.54,6.61,12.14,24.0,51.8,24.3,76.77,25.7,60.4,54.9,1810.3
71.55,57.0,38.09,25.04,3.38,14.2,34.0,47.1,28.2,71.21,23.1,41.3,33.1,1512.2
239.82,233.75,217.31,92.67,-0.73,8.71,44.0,9.4,94.1,3.56,26.6,74.7,53.8,13.5
242.61,240.57,222.19,94.71,-2.43,9.12,54.0,8.6,95.3,3.2,30.0,58.7,24.4,0.0
179.09,165.28,141.13,68.41,1.02,14.34,38.0,21.2,70.2,28.11,38.9,55.1,51.9,294.9
216.51,207.81,186.74,83.59,-0.52,11.54,42.0,13.7,85.1,12.71,21.1,35.4,46.3,138.9
117.84,99.03,74.66,43.17,3.7,16.67,34.0,36.5,46.3,53.48,29.5,45.2,53.9,822.2
162.06,147.86,123.67,61.89,1.26,14.72,38.0,23.5,63.5,34.59,26.9,53.6,8.6,403.3
59.44,42.2,28.27,18.79,5.86,12.21,28.0,52.5,23.1,77.46,20.5,63.1,26.9,1929.6
72.62,54.21,38.9,24.34,5.82,12.78,26.0,46.7,28.6,71.96,30.1,53.0,22.6,1378.3
167.34,151.29,126.44,63.34,1.88,15.26,36.0,24.7,65.5,33.28,27.7,37.9,6.0,401.6
86.21,66.17,48.67,29.72,5.94,13.96,28.0,43.1,33.7,66.69,31.5,49.0,55.2,1222.4
245.85,239.74,221.36,94.73,-1.02,9.61,46.0,10.2,96.5,2.07,37.8,46.1,45.2,0.0
109.04,88.84,66.2,39.19,4.75,16.23,32.0,39.6,42.7,57.43,24.8,50.0,7.5,905.7
244.65,240.23,222.71,94.79,-1.47,8.99,46.0,9.0,96.1,2.31,25.9,61.7,21.6,0.0
166.68,151.37,123.87,63.25,1.19,16.56,38.0,25.9,65.5,33.62,25.9,41.4,10.5,410.6
220.19,209.76,191.66,84.49,0.57,10.26,38.0,12.5,86.3,11.58,24.7,50.7,32.4,104.4
58.26,42.16,29.95,18.66,5.51,10.87,26.0,48.2,22.7,77.52,27.1,47.2,24.2,1824.4
61.4,46.23,32.06,20.37,4.64,11.78,28.0,47.5,23.9,75.79,28.4,63.0,12.3,1637.6
158.24,142.28,119.24,59.94,2.18,14.46,36.0,24.7,62.0,36.51,34.0,40.8,34.6,432.7
75.13,56.91,40.64,25.49,5.52,13.24,28.0,45.5,29.4,70.82,31.0,51.9,25.8,1323.3
76.38,54.44,38.97,24.88,7.51,13.55,24.0,48.6,29.8,71.61,27.5,38.5,26.4,1447.4
64.19,46.09,29.96,20.64,5.86,13.6,28.0,52.9,25.1,75.69,24.2,43.3,48.7,1796.1
131.9,116.83,94.68,49.98,2.16,14.38,36.0,27.8,51.8,46.36,18.5,48.6,5.2,664.8
59.41,41.1,31.39,18.52,7.02,9.73,22.0,47.5,23.1,77.76,36.9,32.3,56.1,1869.1
192.71,178.4,154.72,73.32,1.23,13.96,36.0,19.6,75.7,23.23,28.2,53.5,35.5,239.7
188.06,177.44,151.0,72.6,-0.59,14.91,42.0,19.6,73.7,24.16,24.6,81.2,27.0,238.9
128.13,109.18,84.74,47.27,3.58,16.44,34.0,33.7,50.2,49.39,19.4,48.3,51.5,754.2
244.69,240.83,221.01,94.9,-2.04,10.03,50.0,9.8,96.1,2.95,28.4,56.9,5.3,0.0
135.3,117.99,90.88,50.55,2.39,17.43,36.0,32.5,52.9,46.26,31.0,48.9,47.4,624.1
207.43,198.7,175.15,80.26,-0.89,12.89,46.0,15.3,81.2,16.27,22.1,51.8,14.7,168.0
171.47,156.43,130.68,65.17,1.31,15.5,38.0,23.5,67.1,31.52,33.7,58.6,42.2,348.3
206.42,193.79,170.4,78.81,0.58,13.37,40.0,17.6,80.8,17.74,18.9,34.4,46.9,206.9
204.88,194.89,173.36,79.03,-0.11,12.08,42.0,15.7,80.4,17.26,21.9,67.3,12.6,170.3
190.87,176.75,154.59,72.73,1.39,13.18,36.0,18.8,74.9,23.66,34.6,67.5,45.3,227.7
117.32,99.46,73.01,43.21,2.99,17.69,36.0,37.6,45.9,53.56,23.6,47.4,42.2,840.0
71.69,55.81,39.31,24.72,4.38,13.0,30.0,45.9,28.2,71.5,20.9,45.5,14.2,1529.4
124.5,105.37,83.71,45.82,4.11,15.0,30.0,32.9,49.0,50.67,27.9,45.2,46.1,740.1
213.14,205.0,182.74,82.51,-0.91,12.09,44.0,14.1,83.5,13.91,29.4,67.4,33.5,126.4
111.45,92.11,70.52,40.46,4.44,15.38,32.0,36.1,43.5,56.04,42.3,58.7,37.3,745.0
90.33,70.6,53.16,31.59,5.68,13.71,30.0,41.2,35.3,64.79,30.9,68.9,17.5,1021.2
143.43,124.59,100.44,53.35,3.36,15.86,34.0,30.2,56.1,43.29,25.0,66.6,46.8,552.4
213.12,203.87,181.94,82.2,-0.45,12.08,42.0,14.5,83.5,14.17,37.5,56.4,28.3,122.9
183.52,169.64,149.12,70.12,1.58,12.4,36.0,19.2,72.2,26.12,21.6,52.8,2.6,297.3
85.48,67.68,48.69,30.08,4.64,14.41,32.0,42.4,33.3,66.27,17.9,61.0,10.4,1238.3
195.94,184.62,161.75,75.37,0.2,13.06,40.0,17.3,76.9,21.03,29.0,68.1,50.5,213.4
159.27,140.71,119.28,59.62,3.47,14.0,34.0,25.1,62.4,36.84,23.5,36.2,49.6,493.0
86.44,67.86,47.65,30.22,4.85,15.28,32.0,44.3,33.7,66.22,28.8,71.2,3.0,1097.9
227.83,222.86,197.87,88.56,-2.48,12.86,50.0,13.3,89.4,8.9,20.1,56.2,29.1,71.5
238.09,231.72,213.67,91.95,-0.88,9.55,46.0,10.2,93.3,4.31,28.7,72.2,44.5,25.2
111.47,94.11,71.61,41.05,3.4,15.52,34.0,35.3,43.5,55.41,20.9,53.7,58.2,919.8
150.33,134.87,110.5,57.02,1.84,15.26,38.0,26.7,58.8,39.5,22.3,39.5,7.0,527.5
199.6,188.27,164.12,76.67,-0.0,13.67,40.0,18.0,78.4,19.89,32.3,51.1,18.3,192.3
243.0,239.54,221.87,94.47,-1.83,8.95,52.0,8.6,95.3,2.79,24.9,67.1,7.0,0.0
98.16,79.34,59.01,35.13,4.65,14.97,30.0,39.6,38.4,61.3,37.6,41.0,7.2,945.1
78.2,60.17,42.86,26.88,5.18,13.72,30.0,44.7,30.6,69.44,19.9,49.5,37.1,1420.2
107.46,86.65,64.86,38.37,5.19,15.91,32.0,39.2,42.0,58.23,32.2,48.3,5.6,867.3
246.86,240.79,221.12,95.06,-1.24,10.22,46.0,10.6,96.9,2.32,26.2,55.7,15.4,0.0
103.99,85.28,61.59,37.53,4.02,16.71,32.0,40.4,40.8,59.08,23.6,58.6,30.9,942.8
246.31,241.79,222.52,95.3,-1.72,9.84,50.0,9.4,96.5,2.47,29.2,50.6,38.2,0.0
153.13,136.97,113.01,57.91,2.16,15.09,36.0,26.3,60.0,38.61,27.4,52.0,13.3,474.2
146.98,129.78,106.75,55.24,2.79,14.89,34.0,27.1,57.6,41.25,21.2,43.9,27.8,557.5
107.34,87.07,67.55,38.53,5.24,14.49,30.0,36.5,42.0,57.93,33.1,37.4,30.3,882.5
69.46,50.84,34.42,22.84,5.9,13.66,30.0,50.6,27.1,73.51,30.6,37.5,31.7,1533.2
105.46,83.47,63.39,37.21,6.03,15.21,28.0,40.0,41.2,59.38,37.7,65.2,28.4,823.6
106.47,85.51,63.36,37.9,5.23,16.18,32.0,40.4,41.6,58.73,29.6,71.6,10.6,830.8
103.37,82.88,63.57,36.82,5.47,14.53,30.0,38.0,40.4,59.65,32.6,50.5,2.4,922.1
62.44,40.76,29.29,18.79,8.48,11.59,22.0,53.3,24.3,77.66,30.8,58.6,56.0,1747.1
243.03,235.0,216.85,93.22,-0.32,9.77,42.0,10.6,95.3,3.0,28.1,45.5,39.5,14.4
105.88,87.0,65.93,38.32,4.41,15.17,32.0,37.6,41.6,58.14,21.0,63.5,53.9,964.2
146.78,126.09,103.04,54.14,4.27,15.5,32.0,29.8,57.6,42.53,27.6,50.5,8.3,545.6
131.64,113.88,92.27,49.08,3.41,14.55,34.0,30.2,51.8,47.34,25.0,63.3,29.0,622.4
101.02,81.3,59.93,36.03,4.88,15.66,30.0,40.8,39.6,60.5,24.6,63.6,13.4,961.5
125.45,109.1,85.93,47.01,2.65,15.33,36.0,31.4,49.0,49.44,32.1,77.1,56.9,651.2
244.92,240.21,221.42,94.77,-1.58,9.64,48.0,9.8,96.1,2.5,25.0,29.4,41.7,0.0
73.5,55.49,36.82,24.79,5.15,14.75,30.0,49.4,28.6,71.59,33.6,59.1,33.5,1339.0
98.86,79.91,59.44,35.38,4.68,15.05,32.0,40.4,38.8,61.06,30.1,64.5,14.0,917.7
230.14,222.09,205.26,88.71,-0.09,9.23,40.0,11.0,90.2,7.32,29.0,53.5,43.0,52.7
70.63,53.03,36.57,23.69,5.31,13.4,28.0,47.8,27.8,72.6,40.8,76.6,34.1,1223.6
102.77,84.09,61.33,37.05,4.15,16.21,32.0,40.8,40.4,59.5,26.8,52.8,54.6,982.5
112.65,95.91,72.07,41.7,2.91,16.14,36.0,36.5,44.3,54.82,20.6,37.0,48.6,917.5
141.39,125.08,101.81,53.32,2.44,14.99,36.0,27.8,55.3,43.14,37.1,48.1,18.0,519.0
96.13,78.26,58.48,34.58,4.31,14.52,32.0,39.6,37.6,61.79,28.6,59.3,26.4,981.7
201.23,187.26,164.82,76.56,1.25,13.15,36.0,18.0,78.8,19.89,31.7,59.2,49.8,199.9
191.82,177.28,156.61,73.0,1.78,12.46,34.0,18.0,75.3,23.29,33.1,49.1,51.9,242.7
70.49,55.76,36.48,24.5,3.45,14.52,36.0,48.6,27.5,71.77,35.9,35.4,20.4,1441.1
64.84,49.51,31.48,21.8,4.1,14.12,34.0,52.2,25.5,74.46,28.5,64.2,22.8,1549.5
127.73,108.44,85.18,47.03,3.9,15.84,32.0,33.7,50.2,49.56,25.9,43.9,44.6,724.2
182.26,167.63,144.92,69.39,1.55,13.66,38.0,20.4,71.4,27.04,24.9,49.3,14.6,300.4
105.49,81.38,60.48,36.57,6.94,16.13,28.0,42.7,41.2,60.2,29.3,48.3,23.8,941.4
90.81,69.49,50.88,31.28,6.29,14.73,28.0,43.9,35.7,65.23,22.2,67.7,5.9,1131.2
209.25,196.28,174.39,79.77,0.93,12.63,38.0,16.9,82.0,16.64,30.9,47.9,42.8,163.3
172.67,157.07,134.33,65.53,1.97,13.99,36.0,22.4,67.8,30.91,22.0,43.9,33.6,375.8
168.37,149.79,125.88,63.02,3.03,15.15,34.0,25.1,65.9,33.64,30.3,46.5,10.2,384.6
166.16,149.53,127.11,62.78,2.48,14.09,36.0,23.5,65.1,33.67,21.8,37.2,11.2,439.9
218.43,209.58,186.61,84.19,-0.77,12.48,44.0,14.1,85.5,12.38,27.6,51.9,7.3,112.6
138.04,120.67,93.28,51.61,2.34,17.52,38.0,32.5,54.1,45.24,29.9,57.5,54.1,610.5
87.59,68.1,49.67,30.47,5.5,14.35,28.0,43.1,34.5,65.94,32.0,20.5,14.1,1215.5
188.61,172.96,147.26,71.39,1.46,15.26,38.0,22.4,74.1,25.41,32.6,32.7,47.1,287.6
62.67,45.91,30.79,20.4,5.32,12.71,28.0,51.0,24.7,75.84,25.4,73.7,18.3,1593.0
86.67,68.18,51.54,30.42,5.27,13.09,28.0,40.4,34.1,65.88,18.6,46.9,7.4,1265.8
194.97,181.09,158.98,74.31,1.29,13.05,36.0,18.4,76.5,22.08,28.0,68.1,3.1,214.2
65.49,51.11,34.03,22.42,3.7,13.28,32.0,47.8,25.5,73.77,32.9,45.4,15.8,1531.3
239.88,232.69,214.24,92.34,-0.66,9.83,44.0,11.0,94.1,3.93,27.1,30.9,47.5,29.4
84.62,65.62,46.39,29.33,5.24,14.84,30.0,45.9,33.3,67.09,21.3,53.5,26.1,1273.4
109.28,89.44,67.92,39.42,4.72,15.5,30.0,37.6,42.7,57.11,26.2,43.2,52.0,938.0
59.08,44.59,28.09,19.48,4.04,13.22,32.0,52.5,23.1,76.72,28.9,59.8,7.9,1671.9
76.19,61.5,41.71,27.02,3.2,14.59,36.0,44.7,29.8,69.26,26.2,48.9,10.8,1341.5
176.12,158.98,137.45,66.41,2.75,13.53,34.0,22.4,69.0,30.02,29.9,38.0,10.6,336.8
119.94,102.8,78.68,44.53,2.94,16.16,36.0,34.1,47.1,52.02,32.7,52.2,19.4,715.1
64.55,46.3,34.19,20.84,6.45,11.05,24.0,47.8,25.5,75.42,28.3,56.2,46.4,1643.0
50.46,38.96,23.65,16.52,2.84,12.14,34.0,52.2,19.6,79.58,36.7,65.2,18.3,1896.8
119.65,100.73,76.52,43.88,3.74,16.54,34.0,35.7,47.1,52.76,15.0,67.4,49.7,846.1
221.65,212.61,191.26,85.32,-0.45,11.67,42.0,14.1,87.1,11.05,16.6,55.3,47.8,109.6
67.05,48.57,34.52,21.85,6.22,12.25,26.0,47.8,26.3,74.44,22.5,77.1,29.9,1515.1
54.13,39.62,27.32,17.28,4.79,10.72,28.0,49.8,21.2,78.86,37.7,36.6,29.0,1945.1
83.68,65.5,46.33,29.18,4.86,14.67,30.0,45.1,32.9,67.2,26.7,63.1,52.8,1241.7
219.7,210.52,190.0,84.61,-0.27,11.3,42.0,13.7,86.3,11.65,23.2,49.4,3.9,112.3
165.23,148.92,125.92,62.51,2.27,14.37,36.0,23.5,64.7,33.96,23.3,48.1,21.8,414.4
56.2,39.71,25.91,17.55,5.6,12.09,28.0,53.7,22.0,78.68,34.4,68.4,30.6,1780.8
50.81,37.88,25.97,16.26,4.09,10.23,28.0,49.0,20.0,79.83,35.8,48.6,14.5,1967.6
52.85,38.98,26.37,16.89,4.44,10.83,28.0,51.0,20.8,79.23,42.4,46.1,44.0,1838.1
60.15,44.19,30.1,19.54,5.12,11.97,28.0,50.2,23.5,76.66,22.2,58.7,51.1,1851.0
92.89,74.74,55.7,33.14,4.62,14.25,30.0,39.6,36.5,63.21,29.2,68.3,24.8,995.0
243.03,240.55,220.69,94.7,-2.52,9.89,54.0,9.0,95.3,3.41,35.1,76.3,1.8,0.0
66.23,48.11,32.35,21.56,5.84,13.28,28.0,51.4,25.9,74.75,27.7,85.0,9.8,1446.1
54.72,41.11,26.88,17.81,4.01,11.74,30.0,51.0,21.6,78.32,39.6,67.8,57.4,1795.2
122.86,103.27,80.54,45.0,4.19,15.73,32.0,34.1,48.2,51.57,15.0,84.1,31.0,742.1
60.23,43.61,31.76,19.41,5.78,10.67,26.0,46.7,23.5,76.79,25.7,40.2,31.5,1820.6
143.76,126.95,103.61,54.1,2.61,15.06,34.0,27.8,56.5,42.39,25.5,50.1,3.4,545.9
208.58,195.97,173.28,79.61,0.68,12.98,38.0,17.3,82.0,16.87,29.2,68.9,7.3,154.2
242.69,238.56,220.84,94.18,-1.61,9.06,50.0,9.0,95.3,2.79,28.1,62.0,11.1,8.2
200.97,189.89,167.58,77.28,0.18,12.68,40.0,16.5,78.8,19.08,32.8,54.6,57.6,193.6
245.41,239.72,221.38,94.69,-1.16,9.54,48.0,9.8,96.1,2.18,20.2,49.0,39.3,0.0
85.13,65.3,45.75,29.28,5.59,15.2,30.0,45.9,33.3,67.2,28.3,59.7,42.7,1190.0
101.6,78.43,58.99,35.26,6.78,15.22,26.0,42.4,40.0,61.38,19.5,50.0,52.4,1100.3
77.37,60.25,40.76,26.76,4.46,14.89,32.0,46.7,30.2,69.6,39.7,59.9,34.8,1200.6
103.98,84.38,64.69,37.33,4.98,14.56,30.0,37.6,40.8,59.1,23.8,38.5,31.3,986.4
64.51,45.73,31.76,20.61,6.49,12.37,26.0,50.6,25.5,75.7,25.2,59.8,45.2,1674.2
159.95,145.22,118.87,60.88,1.17,16.0,38.0,25.5,62.7,35.82,40.2,66.2,39.4,377.8
70.53,54.06,36.27,23.98,4.55,13.98,30.0,49.4,27.8,72.31,26.7,38.8,53.3,1610.4
123.82,105.46,83.06,45.76,3.67,15.3,32.0,32.9,48.6,50.73,29.8,64.8,20.9,674.8
200.8,188.91,166.56,76.99,0.48,12.82,38.0,16.9,78.8,19.39,26.8,51.2,4.0,195.8
109.06,93.75,70.7,40.68,2.42,15.53,36.0,34.9,42.7,55.74,31.0,48.2,50.4,833.0
138.14,120.11,96.68,51.53,3.18,15.45,34.0,29.8,54.1,45.02,34.6,49.7,54.0,586.2
107.96,89.08,65.01,39.11,3.96,16.83,34.0,40.0,42.4,57.53,25.7,49.8,22.1,895.2
245.52,241.7,221.78,95.2,-2.06,10.07,50.0,9.8,96.5,2.89,32.2,64.2,4.2,0.0
111.34,92.38,70.55,40.53,4.24,15.45,32.0,36.1,43.5,55.97,22.2,36.6,37.8,920.9
218.7,209.44,187.49,84.19,-0.46,12.03,42.0,14.5,85.9,12.23,34.7,39.6,14.8,110.9
61.06,45.87,31.11,20.19,4.58,12.18,30.0,49.0,23.9,75.99,30.6,36.8,22.4,1710.0
124.25,104.81,80.49,45.57,3.88,16.57,34.0,35.3,48.6,51.11,26.3,48.4,28.7,724.9
171.28,152.69,130.66,64.16,3.29,14.1,34.0,23.5,67.1,32.37,28.3,51.5,17.0,363.0
193.3,179.39,156.32,73.67,1.16,13.58,38.0,19.2,75.7,22.8,23.6,50.3,26.4,248.9
161.83,146.55,122.37,61.49,1.7,14.89,38.0,24.7,63.5,35.03,18.2,51.2,54.0,469.0
67.25,48.93,36.78,22.03,6.39,10.99,24.0,44.7,26.3,74.23,34.4,53.4,4.5,1414.2
214.39,205.64,184.32,82.81,-0.54,11.69,44.0,14.1,83.9,13.5,31.7,65.8,50.7,126.2
244.6,239.87,221.1,94.66,-1.57,9.64,48.0,9.8,96.1,2.55,32.4,59.0,21.5,0.0
246.19,237.71,223.38,94.29,0.45,7.95,40.0,9.4,96.5,2.01,27.0,41.6,42.5,1.9
66.39,48.67,32.68,21.76,5.59,13.32,30.0,49.8,25.9,74.54,19.4,40.6,33.1,1759.3
218.04,204.8,185.41,82.91,1.4,11.31,36.0,15.3,85.5,13.32,20.4,68.6,27.1,117.1
60.24,43.4,29.53,19.3,5.62,12.03,26.0,50.2,23.5,76.93,30.6,50.6,5.0,1754.6
62.02,46.13,32.31,20.42,5.05,11.7,28.0,48.2,24.3,75.76,24.5,57.1,20.7,1630.9
60.31,42.37,29.2,18.98,6.31,11.85,26.0,51.8,23.5,77.29,41.1,33.4,13.3,1742.9
72.31,51.9,38.14,23.6,7.08,12.29,24.0,47.1,28.2,72.77,26.1,48.9,23.5,1479.8
122.84,102.54,80.03,44.79,4.54,15.75,32.0,34.9,48.2,51.81,28.2,52.4,59.6,773.6
82.32,63.69,43.95,28.44,5.05,15.17,32.0,46.3,32.2,67.99,23.2,54.7,5.7,1275.9
100.47,78.41,59.6,35.14,6.35,14.66,28.0,40.0,39.2,61.4,26.1,61.4,9.6,974.1
62.71,45.1,31.5,20.18,5.98,11.94,26.0,49.0,24.7,76.07,21.6,62.9,49.5,1733.1
63.36,45.63,31.75,20.43,5.98,12.12,28.0,49.0,24.7,75.83,30.9,42.1,31.3,1662.5
140.13,125.85,99.79,53.37,1.18,16.2,40.0,28.6,54.9,43.24,25.2,40.7,54.8,617.4
177.44,159.45,137.2,66.64,2.97,14.02,34.0,22.7,69.4,29.89,15.9,47.5,11.7,370.9
81.22,60.39,44.41,27.34,6.7,13.4,26.0,45.5,31.8,69.08,33.7,60.4,34.2,1201.3
187.74,175.78,152.31,72.16,0.37,13.58,40.0,19.2,73.7,24.28,25.6,56.7,59.7,273.5
210.77,203.55,180.2,81.89,-1.41,12.54,46.0,14.5,82.7,14.67,30.5,49.1,42.4,141.5
198.46,188.33,164.78,76.61,-0.36,13.21,42.0,16.5,77.6,19.86,26.2,60.5,1.3,199.3
61.6,47.88,28.99,20.84,3.24,14.43,34.0,53.3,24.3,75.41,18.8,59.2,27.7,1744.8
54.62,41.93,25.35,18.03,3.2,13.06,34.0,54.5,21.6,78.12,23.4,56.4,36.2,1980.0
150.71,135.01,107.7,57.04,1.5,16.87,38.0,28.6,59.2,39.76,29.5,60.9,50.9,489.3
59.57,42.54,28.21,18.92,5.69,12.41,28.0,53.3,23.5,77.33,29.8,50.1,13.2,1806.9
169.99,157.44,130.31,65.3,0.12,15.87,40.0,23.5,66.7,31.46,32.3,64.5,39.4,339.2
58.82,45.98,28.22,19.89,2.99,13.65,34.0,52.5,23.1,76.29,32.9,63.5,19.3,1648.2
90.9,73.55,53.04,32.51,4.08,15.03,34.0,41.6,35.7,63.88,23.6,43.0,19.2,1153.6
120.98,101.88,79.64,44.4,4.07,15.43,32.0,33.7,47.5,52.12,22.9,40.3,51.6,812.5
67.9,53.06,34.8,23.33,3.72,14.02,32.0,48.6,26.7,72.91,21.2,30.4,43.1,1756.1
109.14,89.78,70.09,39.55,4.76,14.36,30.0,35.7,42.7,56.86,27.1,61.1,18.1,845.2
143.51,123.24,99.71,52.98,4.06,15.77,32.0,30.6,56.5,43.69,33.0,42.0,34.5,549.8
225.08,216.4,195.22,86.65,-0.55,11.5,42.0,13.3,88.2,9.74,29.9,67.0,26.3,79.4
246.29,239.98,222.06,94.84,-0.88,9.41,46.0,9.8,96.5,1.85,32.5,67.3,45.5,0.0
193.27,181.78,157.88,74.32,0.11,13.65,42.0,18.0,75.7,22.18,30.7,53.8,14.4,227.2
66.36,49.95,33.99,22.17,4.89,13.0,30.0,48.6,25.9,74.07,24.7,63.7,32.3,1545.8
96.31,75.98,55.32,33.88,5.38,15.54,30.0,42.7,37.6,62.65,28.3,44.4,46.6,1090.0
71.45,52.78,35.61,23.7,5.77,14.06,30.0,49.4,27.8,72.67,32.3,45.5,44.5,1502.9
55.8,38.21,28.89,17.1,6.83,9.45,20.0,48.2,22.0,79.15,28.6,59.6,42.5,1937.1
75.51,56.28,39.9,25.34,6.01,13.52,26.0,47.5,29.8,71.02,28.5,41.9,50.7,1519.5
62.03,44.02,31.0,19.75,6.3,11.69,26.0,49.8,24.3,76.52,34.7,61.7,39.0,1612.2
244.12,238.3,223.4,94.28,-0.56,7.9,42.0,8.6,95.7,2.3,36.0,52.5,39.6,0.0
106.61,86.02,63.43,38.07,5.0,16.36,32.0,41.2,42.0,58.57,25.5,55.2,13.4,909.3
222.85,214.52,193.26,85.95,-0.69,11.52,44.0,13.3,87.5,10.43,26.1,61.8,38.5,93.0
151.73,134.88,109.5,57.13,2.25,16.0,36.0,28.2,59.6,39.53,30.5,43.2,29.4,490.3
99.69,85.5,62.88,37.16,2.11,15.35,38.0,36.9,39.2,59.2,28.0,54.9,22.7,931.8
63.14,42.54,28.96,19.41,7.59,12.65,24.0,54.1,24.7,77.0,31.5,34.2,32.4,1936.2
114.15,95.03,74.6,41.66,4.45,14.59,30.0,34.1,44.7,54.77,30.9,44.8,11.1,792.3
170.19,154.78,129.84,64.6,1.59,15.16,38.0,23.5,66.7,32.02,27.7,56.2,23.2,354.0
79.61,62.65,47.35,27.88,4.88,12.2,30.0,41.2,31.4,68.34,25.2,42.0,35.9,1323.9
58.83,41.82,28.67,18.61,5.86,11.68,26.0,51.0,23.1,77.62,22.6,60.1,1.7,1842.7
220.05,208.94,188.56,84.2,0.46,11.49,38.0,14.1,86.3,12.06,28.4,53.9,57.2,113.7
98.48,77.84,59.25,34.74,5.75,14.3,30.0,39.6,38.4,61.71,26.8,41.1,37.5,1038.8
159.64,141.99,118.24,59.97,2.75,15.09,34.0,26.3,62.7,36.61,34.4,65.1,16.9,401.5
104.86,85.02,62.1,37.56,4.64,16.46,32.0,40.8,41.2,59.06,38.6,45.1,44.8,889.6
237.25,230.74,211.7,91.59,-0.99,10.06,46.0,10.6,92.9,4.77,20.2,50.7,45.1,31.7
200.96,187.83,165.72,76.71,0.98,12.87,38.0,17.3,78.8,19.68,29.4,55.5,53.3,198.9
171.3,155.41,132.63,64.93,2.09,14.07,34.0,22.4,67.1,31.52,25.8,79.8,15.5,335.6
129.33,108.8,85.59,47.31,4.43,16.0,32.0,33.3,50.6,49.35,26.3,52.2,51.4,714.0
76.05,57.62,38.98,25.78,5.29,14.71,30.0,48.6,29.8,70.61,28.3,56.8,13.3,1330.2
162.18,147.3,121.87,61.71,1.35,15.49,38.0,24.7,63.5,34.91,28.3,32.3,43.5,452.8
86.46,67.61,49.61,30.19,5.27,14.0,30.0,42.0,33.7,66.17,36.0,62.7,20.0,1049.1
163.67,144.62,122.14,61.13,3.47,14.55,32.0,25.5,64.3,35.43,28.0,57.6,31.5,409.0
