chemical_state_id,image_id,split,dose_ppm_min,cal_r,cal_g,cal_b,L_star,a_star,b_star,hue,sat,val,delta_e,uniformity_score,noise_std,temperature_c,humidity_pct,strip_age_days
CHEM-TR-0121,img_train_0121_var05,train,0.0,243.3,239.1,222.0,94.39,-1.48,8.75,48.0,8.6,95.3,2.56,0.957,1.5,26.4,46.3,31.7
CHEM-TR-0121,img_train_0121_var06,train,0.0,244.0,239.8,222.9,94.64,-1.46,8.68,48.0,8.6,95.3,2.41,0.488,17.92,22.5,39.8,29.4
CHEM-TR-0121,img_train_0121_var07,train,0.0,244.7,242.0,223.7,95.26,-2.21,9.17,54.0,8.6,95.7,2.81,0.248,26.32,22.2,71.0,17.4
CHEM-TR-0121,img_train_0121_var09,train,0.0,243.6,239.1,222.7,94.42,-1.22,8.44,48.0,8.6,95.3,2.4,0.608,13.71,20.4,58.5,26.9
CHEM-TR-0121,img_train_0121_var10,train,0.0,240.2,243.0,226.7,95.24,-3.72,7.51,68.0,6.7,94.9,4.54,0.111,31.12,32.8,48.8,19.0
CHEM-TR-0122,img_train_0122_var05,train,1657.86,62.2,45.3,29.0,20.11,5.26,13.48,30.0,53.3,24.3,76.17,0.961,1.38,21.3,50.6,34.8
CHEM-TR-0122,img_train_0122_var07,train,1657.86,62.1,45.4,28.9,20.14,5.14,13.63,30.0,54.9,24.3,76.14,0.97,1.04,33.0,74.5,36.8
CHEM-TR-0122,img_train_0122_var09,train,1657.86,62.4,45.3,30.7,20.18,5.55,12.45,28.0,51.8,24.3,76.07,0.95,1.75,30.6,50.0,34.7
CHEM-TR-0122,img_train_0122_var10,train,1657.86,47.4,31.9,17.9,13.76,5.41,12.28,28.0,63.9,18.4,82.45,0.1,48.49,20.6,66.6,28.6
CHEM-TR-0123,img_train_0123_var01,train,377.94,165.5,151.0,128.1,63.12,1.56,14.02,36.0,22.4,64.7,33.28,0.231,26.93,34.9,75.3,23.0
CHEM-TR-0123,img_train_0123_var02,train,377.94,164.6,149.7,126.6,62.66,1.7,14.19,36.0,23.1,64.3,33.76,0.978,0.75,24.6,32.2,38.8
CHEM-TR-0123,img_train_0123_var03,train,377.94,186.0,189.4,255.0,78.59,12.86,-32.65,236.0,27.5,100.0,46.8,0.984,0.56,27.5,54.4,5.6
CHEM-TR-0123,img_train_0123_var04,train,377.94,179.1,157.3,135.3,66.18,4.5,14.46,30.0,24.7,70.2,30.58,0.984,0.56,21.0,49.2,16.1
CHEM-TR-0123,img_train_0123_var05,train,377.94,164.6,149.1,127.1,62.52,2.08,13.69,36.0,22.7,64.3,33.84,0.955,1.58,28.5,33.7,14.9
CHEM-TR-0123,img_train_0123_var06,train,377.94,168.6,153.0,129.0,63.96,1.79,14.71,38.0,23.9,65.9,32.57,0.988,0.43,33.9,56.5,32.0
CHEM-TR-0123,img_train_0123_var07,train,377.94,168.9,152.0,128.9,63.73,2.45,14.42,36.0,23.9,65.9,32.78,0.92,2.81,19.4,31.9,21.9
CHEM-TR-0123,img_train_0123_var08,train,377.94,179.0,167.0,161.0,69.32,3.27,4.65,20.0,10.2,70.2,27.17,0.664,11.75,24.4,64.9,6.6
CHEM-TR-0123,img_train_0123_var09,train,377.94,168.3,152.8,129.0,63.89,1.77,14.61,36.0,23.1,65.9,32.62,0.422,20.23,21.9,30.2,28.2
CHEM-TR-0123,img_train_0123_var10,train,377.94,154.1,141.3,119.8,59.32,1.17,13.21,38.0,22.7,60.4,36.93,0.98,0.69,28.6,62.5,12.5
CHEM-TR-0124,img_train_0124_var01,train,976.88,101.1,81.3,60.7,36.07,4.98,15.22,30.0,40.8,39.6,60.42,0.1,44.98,30.9,48.5,25.5
CHEM-TR-0124,img_train_0124_var02,train,976.88,100.1,81.5,60.5,35.99,4.4,15.26,32.0,40.0,39.2,60.46,0.983,0.61,30.3,78.6,27.3
CHEM-TR-0124,img_train_0124_var03,train,976.88,101.1,82.7,66.5,36.58,4.97,12.39,28.0,34.5,39.6,59.68,0.1,49.45,30.6,70.7,12.5
CHEM-TR-0124,img_train_0124_var04,train,976.88,97.9,77.2,57.2,34.44,5.59,15.18,30.0,41.2,38.0,62.08,0.1,54.76,29.6,38.9,33.8
CHEM-TR-0124,img_train_0124_var05,train,976.88,99.9,80.6,59.3,35.69,4.7,15.6,32.0,40.4,38.8,60.82,0.961,1.36,33.9,58.6,9.4
CHEM-TR-0124,img_train_0124_var06,train,976.88,95.5,77.8,58.6,34.37,4.32,14.13,30.0,38.8,37.3,61.96,0.1,42.51,31.5,67.9,37.3
CHEM-TR-0124,img_train_0124_var07,train,976.88,95.7,77.8,58.5,34.4,4.44,14.23,30.0,38.8,37.3,61.95,0.214,27.51,31.3,43.3,9.7
CHEM-TR-0124,img_train_0124_var08,train,976.88,106.0,90.0,77.0,39.43,4.28,9.93,26.0,27.5,41.6,56.7,0.1,51.64,27.1,46.6,11.1
CHEM-TR-0124,img_train_0124_var09,train,976.88,95.8,78.5,58.5,34.6,4.04,14.54,32.0,38.8,37.3,61.75,0.1,37.72,33.2,37.2,9.4
CHEM-TR-0124,img_train_0124_var10,train,976.88,88.7,70.0,50.6,31.18,4.97,14.73,32.0,43.1,34.5,65.23,0.1,37.54,33.4,69.0,36.8
CHEM-TR-0125,img_train_0125_var01,train,1946.03,55.0,39.5,25.9,17.33,5.14,11.8,28.0,54.5,21.6,78.86,0.98,0.69,25.7,35.9,22.5
CHEM-TR-0125,img_train_0125_var02,train,1946.03,54.7,39.4,27.1,17.29,5.2,10.88,26.0,49.8,21.2,78.87,0.1,54.24,32.4,45.3,13.7
CHEM-TR-0125,img_train_0125_var03,train,1946.03,55.7,46.4,70.6,21.07,10.11,-13.57,262.0,34.1,27.5,78.84,0.983,0.61,20.2,77.4,13.7
CHEM-TR-0125,img_train_0125_var05,train,1946.03,49.7,34.7,22.9,15.04,5.29,10.74,26.0,55.3,19.2,81.12,0.1,38.84,29.9,44.8,18.4
CHEM-TR-0125,img_train_0125_var07,train,1946.03,49.5,32.7,19.5,14.32,6.15,12.11,26.0,61.2,19.2,81.93,0.1,39.4,31.9,75.8,4.9
CHEM-TR-0125,img_train_0125_var09,train,1946.03,54.1,38.3,25.2,16.81,5.4,11.53,26.0,53.7,21.2,79.38,0.921,2.77,28.4,51.2,5.0
CHEM-TR-0125,img_train_0125_var10,train,1946.03,42.3,27.2,14.2,11.44,5.57,11.09,28.0,66.7,16.5,84.74,0.1,54.29,33.1,67.1,31.4
CHEM-TR-0126,img_train_0126_var01,train,1824.66,54.3,38.4,25.7,16.89,5.48,11.32,26.0,53.7,21.2,79.3,0.1,52.23,27.9,47.2,13.7
CHEM-TR-0126,img_train_0126_var02,train,1824.66,56.6,42.1,28.2,18.37,4.47,11.67,30.0,49.8,22.0,77.78,0.1,54.68,32.6,76.8,20.6
CHEM-TR-0126,img_train_0126_var03,train,1824.66,58.9,48.3,69.1,21.94,9.62,-11.19,268.0,30.6,27.1,77.3,0.983,0.59,27.5,66.4,22.0
CHEM-TR-0126,img_train_0126_var05,train,1824.66,54.3,38.5,25.6,16.91,5.45,11.41,26.0,53.7,21.2,79.28,0.1,38.29,24.2,35.4,24.2
CHEM-TR-0126,img_train_0126_var07,train,1824.66,51.5,35.7,22.9,15.6,5.57,11.5,26.0,56.9,20.0,80.6,0.1,47.27,21.5,64.4,12.9
CHEM-TR-0126,img_train_0126_var09,train,1824.66,57.5,41.9,27.9,18.44,5.02,11.92,28.0,52.5,22.4,77.75,0.943,1.99,28.0,56.7,19.5
CHEM-TR-0126,img_train_0126_var10,train,1824.66,52.2,36.6,23.1,16.0,5.3,11.89,26.0,55.7,20.4,80.2,0.1,50.11,32.0,33.8,17.6
CHEM-TR-0127,img_train_0127_var01,train,196.84,198.1,187.5,167.1,76.42,0.28,11.68,38.0,15.7,77.6,19.76,0.564,15.25,22.6,41.8,34.9
CHEM-TR-0127,img_train_0127_var02,train,196.84,198.2,186.7,166.5,76.21,0.65,11.7,38.0,16.1,77.6,19.97,0.981,0.67,29.8,33.8,30.7
CHEM-TR-0127,img_train_0127_var04,train,196.84,217.4,200.6,179.9,81.66,2.49,12.48,34.0,17.6,85.1,14.89,0.626,13.11,24.3,61.5,24.2
CHEM-TR-0127,img_train_0127_var05,train,196.84,196.9,186.4,166.7,76.03,0.39,11.32,40.0,15.3,76.9,20.1,0.955,1.59,27.8,45.2,8.1
CHEM-TR-0127,img_train_0127_var06,train,196.84,201.2,189.6,166.7,77.2,0.32,13.05,40.0,17.3,78.8,19.23,0.55,15.76,20.7,67.3,22.3
CHEM-TR-0127,img_train_0127_var07,train,196.84,197.6,187.3,168.1,76.34,0.37,11.04,40.0,14.9,77.3,19.77,0.71,10.14,25.4,44.4,12.6
CHEM-TR-0127,img_train_0127_var08,train,196.84,201.0,199.0,193.0,80.24,-0.38,3.24,46.0,3.9,78.8,16.8,0.979,0.73,33.6,63.3,12.2
CHEM-TR-0127,img_train_0127_var09,train,196.84,201.2,188.8,167.1,77.01,0.74,12.57,38.0,16.9,78.8,19.32,0.611,13.61,24.3,76.2,17.7
CHEM-TR-0127,img_train_0127_var10,train,196.84,188.1,178.8,160.1,73.15,0.16,10.7,38.0,14.9,73.7,22.92,0.979,0.73,24.5,35.7,31.8
CHEM-TR-0128,img_train_0128_var01,train,0.0,245.0,239.8,222.3,94.69,-1.18,9.08,44.0,9.4,96.1,2.13,0.519,16.82,24.3,32.8,21.2
CHEM-TR-0128,img_train_0128_var02,train,0.0,243.2,239.4,222.8,94.47,-1.55,8.48,48.0,8.6,95.3,2.61,0.98,0.71,34.9,63.2,7.1
CHEM-TR-0128,img_train_0128_var05,train,0.0,246.1,239.9,221.8,94.79,-0.94,9.48,44.0,10.2,96.5,1.94,0.961,1.36,29.5,39.4,7.6
CHEM-TR-0128,img_train_0128_var06,train,0.0,244.7,240.0,221.5,94.7,-1.51,9.47,46.0,9.4,95.7,2.44,0.485,18.04,24.4,72.3,13.1
CHEM-TR-0128,img_train_0128_var07,train,0.0,244.7,240.8,223.8,94.96,-1.56,8.69,48.0,8.6,95.7,2.33,0.966,1.2,24.7,53.0,5.8
CHEM-TR-0128,img_train_0128_var09,train,0.0,243.5,240.0,223.2,94.64,-1.66,8.5,48.0,8.2,95.3,2.6,0.574,14.91,19.6,73.2,32.4
CHEM-TR-0128,img_train_0128_var10,train,0.0,233.5,230.6,217.2,91.4,-1.34,6.87,48.0,7.1,91.4,5.39,0.189,28.38,31.2,58.3,4.8
CHEM-TR-0129,img_train_0129_var02,train,1779.48,54.3,39.2,26.4,17.14,5.01,11.21,28.0,51.8,21.2,79.02,0.1,52.23,22.1,46.3,5.1
CHEM-TR-0129,img_train_0129_var05,train,1779.48,53.9,38.8,24.4,16.93,4.89,12.23,28.0,54.9,20.8,79.26,0.1,38.6,27.6,41.6,16.2
CHEM-TR-0129,img_train_0129_var06,train,1779.48,59.7,44.1,28.9,19.42,4.8,12.6,30.0,52.5,23.1,76.79,0.986,0.48,19.4,44.3,6.2
CHEM-TR-0129,img_train_0129_var07,train,1779.48,57.8,41.9,26.7,18.46,4.97,12.8,30.0,54.5,22.4,77.76,0.1,38.4,32.7,59.1,29.0
CHEM-TR-0129,img_train_0129_var08,train,1779.48,61.0,48.0,36.0,20.96,3.82,9.92,28.0,41.2,23.9,75.12,0.1,53.42,21.6,70.1,28.4
CHEM-TR-0129,img_train_0129_var09,train,1779.48,53.4,38.0,25.2,16.62,5.24,11.27,26.0,52.9,20.8,79.55,0.1,48.0,30.9,77.6,10.6
CHEM-TR-0130,img_train_0130_var02,train,1480.91,69.1,53.0,35.7,23.5,4.46,13.65,32.0,49.4,27.1,72.76,0.98,0.69,25.4,34.6,13.0
CHEM-TR-0130,img_train_0130_var05,train,1480.91,64.5,48.8,33.8,21.58,4.68,12.33,30.0,48.6,25.1,74.61,0.1,36.97,30.8,63.9,23.3
CHEM-TR-0130,img_train_0130_var06,train,1480.91,65.8,49.2,34.4,21.88,5.19,12.31,30.0,47.8,25.5,74.34,0.1,52.27,30.9,41.4,13.3
CHEM-TR-0130,img_train_0130_var07,train,1480.91,69.0,50.8,34.9,22.79,5.73,13.27,28.0,50.2,26.7,73.52,0.1,36.43,29.1,75.3,23.6
CHEM-TR-0130,img_train_0130_var08,train,1480.91,74.0,58.0,45.0,25.78,4.88,10.76,26.0,39.2,29.0,70.38,0.1,50.72,21.7,51.9,26.6
CHEM-TR-0130,img_train_0130_var09,train,1480.91,68.3,51.0,34.7,22.76,5.24,13.32,30.0,50.2,26.7,73.52,0.914,3.01,25.8,45.6,13.9
CHEM-TR-0130,img_train_0130_var10,train,1480.91,68.7,51.0,34.2,22.79,5.38,13.69,30.0,50.2,26.7,73.52,0.1,48.83,26.2,68.3,21.0
CHEM-TR-0131,img_train_0131_var01,train,315.74,174.9,162.6,139.8,67.32,0.67,13.46,40.0,20.0,68.2,29.03,0.483,18.09,34.8,51.5,5.0
CHEM-TR-0131,img_train_0131_var02,train,315.74,174.7,162.1,139.7,67.16,0.86,13.3,40.0,20.0,68.2,29.16,0.979,0.73,23.2,75.3,11.3
CHEM-TR-0131,img_train_0131_var03,train,315.74,179.2,164.5,140.0,68.2,1.28,14.68,38.0,22.4,70.2,28.39,0.98,0.68,22.7,37.4,32.8
CHEM-TR-0131,img_train_0131_var04,train,315.74,189.3,172.6,151.2,71.44,2.48,13.2,34.0,20.0,74.1,25.0,0.46,18.89,25.6,70.6,21.6
CHEM-TR-0131,img_train_0131_var05,train,315.74,174.9,160.9,139.4,66.86,1.52,13.06,36.0,20.0,68.2,29.44,0.964,1.27,27.6,32.9,16.7
CHEM-TR-0131,img_train_0131_var06,train,315.74,175.2,162.6,140.0,67.34,0.8,13.41,38.0,20.4,68.6,29.0,0.482,18.13,20.6,54.1,38.9
CHEM-TR-0131,img_train_0131_var07,train,315.74,178.4,165.2,140.6,68.32,0.72,14.49,40.0,21.2,69.8,28.22,0.97,1.04,34.6,61.3,30.2
CHEM-TR-0131,img_train_0131_var08,train,315.74,178.0,176.0,174.0,71.94,0.34,1.27,30.0,2.4,69.8,25.27,0.935,2.26,23.4,73.7,31.9
CHEM-TR-0131,img_train_0131_var09,train,315.74,179.0,164.3,140.7,68.15,1.44,14.21,36.0,22.0,70.2,28.35,0.949,1.8,34.7,63.0,9.6
CHEM-TR-0131,img_train_0131_var10,train,315.74,170.2,157.5,134.8,65.42,0.86,13.57,38.0,21.2,66.7,30.92,0.967,1.16,29.0,43.6,15.3
CHEM-TR-0132,img_train_0132_var01,train,0.0,244.0,239.3,223.1,94.5,-1.16,8.37,48.0,8.2,95.3,2.32,0.53,16.43,21.8,42.5,5.6
CHEM-TR-0132,img_train_0132_var02,train,0.0,241.1,240.3,222.0,94.53,-2.85,8.94,56.0,7.8,94.5,3.66,0.987,0.47,24.5,30.8,18.7
CHEM-TR-0132,img_train_0132_var03,train,0.0,245.8,241.1,219.9,95.03,-1.95,10.8,50.0,10.6,96.1,3.19,0.961,1.38,20.5,58.0,14.8
CHEM-TR-0132,img_train_0132_var05,train,0.0,244.4,239.7,221.5,94.6,-1.47,9.34,46.0,9.4,95.7,2.44,0.966,1.18,19.2,63.8,34.8
CHEM-TR-0132,img_train_0132_var06,train,0.0,245.0,240.1,222.4,94.79,-1.36,9.13,50.0,9.0,95.7,2.22,0.537,16.21,26.3,53.8,9.6
CHEM-TR-0132,img_train_0132_var07,train,0.0,244.6,240.3,224.4,94.84,-1.22,8.16,48.0,8.2,95.7,2.24,0.963,1.31,34.9,58.9,38.9
CHEM-TR-0132,img_train_0132_var09,train,0.0,245.6,240.1,222.5,94.82,-1.08,9.14,46.0,9.4,96.1,1.98,0.561,15.36,28.5,67.7,29.9
CHEM-TR-0132,img_train_0132_var10,train,0.0,245.3,241.9,226.7,95.35,-1.42,7.71,48.0,7.8,96.1,2.4,0.973,0.95,25.1,35.2,12.6
CHEM-TR-0133,img_train_0133_var01,train,1266.46,77.1,58.5,42.2,26.25,5.62,13.27,28.0,45.5,30.2,70.07,0.1,50.26,28.3,72.1,35.0
CHEM-TR-0133,img_train_0133_var02,train,1266.46,75.8,58.9,40.8,26.19,4.55,14.07,30.0,46.7,29.4,70.11,0.1,45.17,20.8,45.5,29.5
CHEM-TR-0133,img_train_0133_var03,train,1266.46,75.7,58.0,39.1,25.85,4.89,14.69,30.0,47.8,29.4,70.52,0.1,52.69,20.1,60.5,29.7
CHEM-TR-0133,img_train_0133_var05,train,1266.46,75.6,58.7,41.6,26.11,4.71,13.41,30.0,45.5,29.4,70.16,0.1,32.62,19.1,30.6,18.8
CHEM-TR-0133,img_train_0133_var06,train,1266.46,82.4,63.3,45.0,28.36,5.42,14.42,30.0,46.3,32.2,68.03,0.1,49.69,33.8,52.0,13.3
CHEM-TR-0133,img_train_0133_var07,train,1266.46,81.0,60.9,42.8,27.42,6.06,14.54,28.0,47.5,31.4,69.03,0.1,35.09,27.7,76.1,5.8
CHEM-TR-0133,img_train_0133_var08,train,1266.46,130.2,90.4,107.3,43.07,19.12,-3.09,334.0,30.6,51.0,57.4,0.1,46.68,35.0,69.0,18.1
CHEM-TR-0133,img_train_0133_var09,train,1266.46,81.5,61.8,44.0,27.77,5.87,14.25,28.0,47.1,31.8,68.64,0.95,1.74,33.1,49.5,10.3
CHEM-TR-0133,img_train_0133_var10,train,1266.46,67.4,49.7,33.5,22.21,5.53,13.42,28.0,50.6,26.3,74.09,0.1,45.07,33.2,39.1,16.1
CHEM-TR-0134,img_train_0134_var01,train,684.41,122.8,106.1,83.3,45.85,2.9,15.25,36.0,32.2,47.8,50.59,0.1,35.67,24.4,44.9,16.9
CHEM-TR-0134,img_train_0134_var02,train,684.41,127.8,110.5,85.0,47.61,2.74,16.76,36.0,33.7,49.8,49.06,0.98,0.69,28.6,36.4,26.8
CHEM-TR-0134,img_train_0134_var03,train,684.41,128.4,115.6,134.0,50.39,8.61,-8.25,282.0,14.1,52.5,49.43,0.1,38.4,34.4,65.9,13.3
CHEM-TR-0134,img_train_0134_var04,train,684.41,132.8,113.1,88.6,48.91,3.8,16.45,34.0,33.3,51.8,47.79,0.1,41.3,30.6,72.0,34.3
CHEM-TR-0134,img_train_0134_var05,train,684.41,127.1,108.6,84.6,47.01,3.48,16.15,34.0,33.7,49.8,49.6,0.963,1.31,20.4,62.3,21.3
CHEM-TR-0134,img_train_0134_var06,train,684.41,127.7,110.0,86.0,47.47,3.12,15.95,34.0,32.2,49.8,49.1,0.1,35.26,34.8,77.6,32.5
CHEM-TR-0134,img_train_0134_var07,train,684.41,127.1,109.9,85.6,47.37,2.87,16.04,34.0,32.9,49.8,49.19,0.288,24.92,24.6,63.6,11.8
CHEM-TR-0134,img_train_0134_var08,train,684.41,134.0,122.0,105.0,51.85,1.65,10.99,36.0,21.6,52.5,44.21,0.1,32.69,28.4,73.4,24.7
CHEM-TR-0134,img_train_0134_var09,train,684.41,123.2,106.5,83.6,46.0,2.89,15.31,34.0,32.5,48.2,50.45,0.163,29.31,29.8,41.7,32.3
CHEM-TR-0134,img_train_0134_var10,train,684.41,114.0,98.4,76.8,42.65,2.7,14.61,34.0,33.3,44.7,53.69,0.11,31.14,31.3,32.8,23.1
CHEM-TR-0135,img_train_0135_var01,train,1366.39,71.8,54.4,38.5,24.28,5.29,12.95,30.0,46.7,27.8,71.99,0.1,49.11,34.0,57.8,16.7
CHEM-TR-0135,img_train_0135_var02,train,1366.39,74.8,57.0,40.3,25.46,5.27,13.38,28.0,45.9,29.0,70.84,0.978,0.76,33.8,59.2,6.2
CHEM-TR-0135,img_train_0135_var04,train,1366.39,73.2,52.7,34.5,23.87,6.55,15.02,28.0,53.3,28.6,72.63,0.99,0.35,32.5,72.3,23.1
CHEM-TR-0135,img_train_0135_var05,train,1366.39,75.8,55.8,38.7,25.21,6.28,14.11,28.0,49.4,29.4,71.21,0.963,1.31,28.3,79.0,23.3
CHEM-TR-0135,img_train_0135_var06,train,1366.39,76.2,57.7,41.1,25.87,5.61,13.44,28.0,45.9,29.8,70.46,0.1,54.52,22.5,49.9,17.6
CHEM-TR-0135,img_train_0135_var07,train,1366.39,71.2,52.4,36.5,23.57,5.98,13.31,28.0,49.4,27.8,72.76,0.1,33.23,20.2,51.8,6.7
CHEM-TR-0135,img_train_0135_var09,train,1366.39,75.6,56.5,39.4,25.4,5.87,13.91,28.0,47.8,29.4,70.97,0.955,1.58,29.5,34.8,19.3
CHEM-TR-0135,img_train_0135_var10,train,1366.39,63.6,45.2,29.7,20.29,6.1,13.31,28.0,54.1,24.7,76.04,0.1,44.23,28.7,57.7,29.3
CHEM-TR-0136,img_train_0136_var02,train,1680.71,62.3,46.1,31.4,20.41,5.1,12.3,30.0,49.8,24.3,75.8,0.981,0.68,34.9,73.1,22.6
CHEM-TR-0136,img_train_0136_var05,train,1680.71,61.8,45.4,29.5,20.12,5.05,13.18,30.0,52.5,23.9,76.13,0.961,1.36,24.8,35.8,16.6
CHEM-TR-0136,img_train_0136_var07,train,1680.71,62.2,45.2,29.4,20.11,5.39,13.25,30.0,53.3,24.3,76.17,0.1,39.78,19.4,59.1,19.9
CHEM-TR-0136,img_train_0136_var08,train,1680.71,65.0,51.0,38.0,22.41,4.09,10.64,28.0,41.6,25.5,73.7,0.1,53.61,24.7,35.1,23.8
CHEM-TR-0136,img_train_0136_var09,train,1680.71,62.9,45.5,31.0,20.31,5.75,12.44,28.0,49.8,24.3,75.95,0.956,1.54,25.8,74.7,23.6
CHEM-TR-0136,img_train_0136_var10,train,1680.71,52.1,37.1,22.0,16.11,4.77,12.76,30.0,57.6,20.4,80.09,0.1,51.64,28.1,52.4,23.7
CHEM-TR-0137,img_train_0137_var01,train,952.03,97.9,80.2,59.2,35.34,4.04,15.15,34.0,39.2,38.0,61.07,0.1,43.33,20.3,44.5,7.4
CHEM-TR-0137,img_train_0137_var02,train,952.03,102.7,83.8,60.7,36.94,4.21,16.48,32.0,41.2,40.0,59.65,0.1,45.31,27.9,66.6,21.7
CHEM-TR-0137,img_train_0137_var03,train,952.03,138.7,137.3,241.7,61.5,26.2,-52.39,240.0,43.1,94.5,74.96,0.1,48.93,26.4,35.7,4.5
CHEM-TR-0137,img_train_0137_var04,train,952.03,104.7,82.4,60.1,36.74,5.93,16.59,30.0,42.4,40.8,59.99,0.1,53.44,33.5,40.0,36.1
CHEM-TR-0137,img_train_0137_var05,train,952.03,96.5,79.0,58.4,34.82,4.04,14.89,32.0,39.6,37.6,61.56,0.185,28.51,32.0,74.5,5.5
CHEM-TR-0137,img_train_0137_var06,train,952.03,102.6,83.4,61.0,36.84,4.46,16.12,32.0,40.4,40.0,59.72,0.985,0.51,34.5,54.1,36.7
CHEM-TR-0137,img_train_0137_var07,train,952.03,97.2,78.8,58.4,34.85,4.46,14.93,30.0,40.4,38.0,61.56,0.1,36.23,31.3,63.0,12.6
CHEM-TR-0137,img_train_0137_var08,train,952.03,108.0,93.0,78.0,40.52,3.49,10.86,30.0,27.8,42.4,55.59,0.1,40.04,22.5,37.2,38.7
CHEM-TR-0137,img_train_0137_var09,train,952.03,97.8,79.5,59.7,35.14,4.46,14.58,32.0,39.2,38.0,61.24,0.1,38.08,25.9,60.4,24.9
CHEM-TR-0137,img_train_0137_var10,train,952.03,87.0,70.3,50.9,31.08,4.01,14.36,32.0,42.4,34.1,65.24,0.1,38.88,23.8,54.9,13.9
CHEM-TR-0138,img_train_0138_var01,train,856.19,105.3,88.2,67.7,38.63,3.68,14.52,34.0,36.1,41.2,57.72,0.1,38.73,19.7,46.4,34.1
CHEM-TR-0138,img_train_0138_var02,train,856.19,110.4,91.9,69.1,40.25,3.9,15.92,32.0,37.3,43.1,56.28,0.1,37.84,23.7,49.6,21.2
CHEM-TR-0138,img_train_0138_var03,train,856.19,104.7,87.4,65.2,38.3,3.52,15.58,34.0,37.6,40.8,58.15,0.1,45.8,31.7,63.8,11.6
CHEM-TR-0138,img_train_0138_var04,train,856.19,113.7,91.5,69.5,40.52,5.68,16.14,30.0,38.8,44.3,56.18,0.1,49.19,31.4,53.3,6.4
CHEM-TR-0138,img_train_0138_var05,train,856.19,105.6,87.2,67.4,38.37,4.35,14.34,32.0,36.1,41.2,58.0,0.166,29.21,25.0,55.4,30.9
CHEM-TR-0138,img_train_0138_var06,train,856.19,111.2,91.5,69.6,40.25,4.53,15.64,32.0,37.6,43.5,56.29,0.986,0.49,28.2,64.9,29.1
CHEM-TR-0138,img_train_0138_var07,train,856.19,105.3,87.3,67.7,38.38,4.2,14.18,32.0,36.1,41.2,57.97,0.1,32.4,33.2,71.7,24.3
CHEM-TR-0138,img_train_0138_var08,train,856.19,117.0,107.0,91.0,45.71,1.08,10.4,36.0,22.4,45.9,50.31,0.1,47.31,29.4,38.5,27.7
CHEM-TR-0138,img_train_0138_var09,train,856.19,110.1,91.6,69.9,40.17,4.06,15.32,32.0,37.3,43.1,56.3,0.955,1.59,26.9,52.5,19.3
CHEM-TR-0138,img_train_0138_var10,train,856.19,101.4,82.9,61.5,36.57,4.27,15.42,32.0,39.6,39.6,59.89,0.1,39.93,20.0,37.3,8.6
CHEM-TR-0139,img_train_0139_var01,train,1462.8,66.4,49.7,33.6,22.11,5.0,13.14,30.0,49.8,25.9,74.14,0.1,54.31,31.8,57.6,30.4
CHEM-TR-0139,img_train_0139_var02,train,1462.8,70.2,53.1,35.6,23.64,4.98,13.93,30.0,49.8,27.5,72.67,0.98,0.7,29.5,62.1,24.1
CHEM-TR-0139,img_train_0139_var05,train,1462.8,65.8,48.9,32.9,21.75,5.2,13.17,30.0,50.6,25.5,74.52,0.1,36.53,22.9,32.9,14.2
CHEM-TR-0139,img_train_0139_var06,train,1462.8,71.4,53.1,37.2,23.83,5.7,13.21,28.0,47.8,27.8,72.48,0.985,0.52,22.1,58.1,6.5
CHEM-TR-0139,img_train_0139_var07,train,1462.8,66.1,47.5,31.9,21.35,6.11,13.3,28.0,52.9,25.9,74.98,0.1,35.06,32.2,47.8,25.8
CHEM-TR-0139,img_train_0139_var09,train,1462.8,65.7,48.5,33.4,21.65,5.4,12.7,28.0,49.4,25.5,74.6,0.1,47.8,21.6,41.9,29.8
CHEM-TR-0139,img_train_0139_var10,train,1462.8,66.1,48.3,32.5,21.63,5.65,13.29,28.0,51.4,25.9,74.67,0.1,44.96,29.9,57.0,4.5
CHEM-TR-0140,img_train_0140_var01,train,176.44,205.3,193.8,171.5,78.74,0.32,12.66,38.0,16.5,80.4,17.64,0.525,16.63,25.2,62.3,28.1
CHEM-TR-0140,img_train_0140_var02,train,176.44,202.6,191.6,171.4,77.95,0.49,11.57,38.0,15.3,79.2,18.23,0.976,0.83,22.1,39.9,26.4
CHEM-TR-0140,img_train_0140_var04,train,176.44,224.7,212.3,189.9,85.47,0.6,12.65,40.0,15.7,87.8,11.15,0.991,0.31,21.4,66.4,25.2
CHEM-TR-0140,img_train_0140_var05,train,176.44,205.1,193.3,171.3,78.6,0.49,12.59,38.0,16.5,80.4,17.77,0.959,1.43,24.3,40.4,25.1
CHEM-TR-0140,img_train_0140_var06,train,176.44,202.5,192.1,171.2,78.06,0.18,11.83,40.0,15.3,79.2,18.16,0.602,13.92,24.1,56.2,19.0
CHEM-TR-0140,img_train_0140_var07,train,176.44,203.0,192.1,172.7,78.14,0.57,11.16,38.0,15.3,79.6,17.99,0.965,1.22,28.6,73.7,26.6
CHEM-TR-0140,img_train_0140_var09,train,176.44,202.8,192.0,171.4,78.07,0.34,11.76,40.0,15.3,79.2,18.14,0.651,12.22,24.1,71.8,20.5
CHEM-TR-0140,img_train_0140_var10,train,176.44,197.9,187.4,167.0,76.38,0.27,11.66,40.0,15.3,77.3,19.8,0.98,0.69,34.6,35.8,37.8
